pair,obj_a,obj_b,co_occ_scene_counts,co_occ_phrase_counts,co_occ_phrase_prop,co_occ_anchored_counts,co_occ_anchored_prop,co_occ_type_counts,co_occ_type_prop,avg_distance_norm,avg_spatial_rel_norm
canister-stove,canister,stove,9,2,0.2222222222222222,0,0,4,0.4444444444444444,0.44314067387330724,0.3027057913711878
canister-stove hood,canister,stove hood,3,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,0.30971838377365635,0.006262208861829673
canister-stove top,canister,stove top,1,0,0,0,0,1,1,0.2977504778135613,0.16545258206966507
canister-table,canister,table,12,0,0,0,0,7,0.5833333333333334,0.6757111336436314,0.3948677695176727
canister-teapot,canister,teapot,8,4,0.5,1,0.125,7,0.875,0.32663256547926306,-0.020594135305175974
canister-television,canister,television,1,1,1,0,0,1,1,0.26674565066551315,0.10832057584269705
canister-thermos,canister,thermos,1,1,1,0,0,1,1,0.10726153992533595,-0.027070403012247946
canister-toilet,canister,toilet,2,1,0.5,0,0,2,1,0.5522794432353579,0.21094681231405848
canister-toilet paper,canister,toilet paper,1,1,1,0,0,1,1,0.3052598690083817,-0.2169296350844
canister-towel,canister,towel,7,4,0.5714285714285714,0,0,6,0.8571428571428571,0.3034415733472155,0.12021429456027871
canister-trash can,canister,trash can,1,0,0,0,0,1,1,0.9008327578135799,0.313124138843748
canister-tray,canister,tray,10,6,0.6,1,0.1,8,0.8,0.23800348793936443,-0.08991102324426267
canister-utensils,canister,utensils,1,0,0,0,0,1,1,0.13843415243472626,-0.13470173395445095
canister-vase,canister,vase,1,0,0,0,0,1,1,0.42709597922731474,-0.27718512623968605
canister-vegetable,canister,vegetable,2,0,0,0,0,1,0.5,0.5268631420311264,0.5172434244021404
canister-wine bottle,canister,wine bottle,2,2,1,0,0,2,1,0.3541995667055865,0.236834336997601
canister-wine rack,canister,wine rack,3,0,0,0,0,0,0,0.1968561543506452,-0.19273634620568436
cannon-entrance,cannon,entrance,1,0,0,0,0,1,1,0.6825952716366273,-0.222074155706859
cannon-garden,cannon,garden,1,0,0,0,0,1,1,0.3682825851293037,0.029595695845875986
cannon-path,cannon,path,1,0,0,0,0,1,1,0.39261611867053636,0.028357204861110985
cannon-pedestal,cannon,pedestal,1,1,1,1,1,0,0,0.13268411032213862,0.131209076562958
cannon-person,cannon,person,6,1,0.16666666666666666,0,0,6,1,0.5935127323657365,0.11338421582690132
cannon-plant,cannon,plant,2,1,0.5,0,0,2,1,0.49194735358923225,0.22988805907535087
cannon-road,cannon,road,1,0,0,0,0,1,1,0.4720254699532366,-0.060573912582109035
cannon-sidewalk,cannon,sidewalk,3,1,0.3333333333333333,0,0,3,1,0.438229225864398,0.03273279295026886
cannon-sky,cannon,sky,2,0,0,0,0,1,0.5,1.03661580810188,-0.7552857131992115
cannon-tree,cannon,tree,2,0,0,0,0,2,1,0.5741790955749995,-0.1854147665766505
canoe-cloud,canoe,cloud,1,0,0,0,0,1,1,0.6109965299972722,-0.566481398471103
canoe-ocean,canoe,ocean,1,1,1,1,1,0,0,0.17322841592640847,0.05973015870792581
canoe-sky,canoe,sky,1,0,0,0,0,0,0,0.5214394359986687,-0.48997474797041696
canopy-canopy,canopy,canopy,10,4,0.4,2,0.2,6,0.6,0.38502384404399725,0.027769998819881826
canopy-chair,canopy,chair,5,3,0.6,1,0.2,4,0.8,0.6374651229402202,0.38574147032829276
canopy-dresser,canopy,dresser,5,3,0.6,1,0.2,4,0.8,0.4786801337087779,0.2180133523999438
canopy-end table,canopy,end table,5,2,0.4,0,0,4,0.8,0.4219284671424928,0.1368364005864648
canopy-flower pot,canopy,flower pot,5,2,0.4,0,0,4,0.8,0.38778452788557993,0.07778749827247579
canopy-lamp,canopy,lamp,5,3,0.6,1,0.2,4,0.8,0.3719023290045327,0.021566311484117816
canopy-mirror,canopy,mirror,5,2,0.4,0,0,4,0.8,0.42281310809312245,-0.09817695583617024
canopy-picture,canopy,picture,10,6,0.6,2,0.2,8,0.8,0.48127880315564037,0.0836744186861763
canopy-pillow,canopy,pillow,15,7,0.4666666666666667,1,0.06666666666666667,12,0.8,0.3009275943673281,0.1228412850546788
canopy-rug,canopy,rug,5,3,0.6,1,0.2,4,0.8,0.5717047533873734,0.5071766969984159
car-car,car,car,11039,5103,0.4622701331642359,196,0.017755231452124286,10293,0.9324214149832413,0.3449795899774137,0.010517296521574997
car-card,car,card,8,4,0.5,2,0.25,4,0.5,0.24543945744705545,0.22165870921943476
car-chair,car,chair,8,2,0.25,0,0,5,0.625,0.5220971837559873,0.40681865485190805
car-chimney,car,chimney,7,1,0.14285714285714285,1,0.14285714285714285,6,0.8571428571428571,0.5029565125284883,-0.42838336055732074
car-city,car,city,5,0,0,0,0,0,0,0.612477522966387,-0.5172923838692316
car-clock,car,clock,33,3,0.09090909090909091,0,0,25,0.7575757575757576,0.5482878318677038,-0.43722120694454913
car-crane,car,crane,5,4,0.8,0,0,5,1,0.4388158218208339,-0.362920107254779
car-cross,car,cross,5,0,0,0,0,3,0.6,0.5307518074806123,-0.25028887730386556
car-crosswalk,car,crosswalk,262,134,0.5114503816793893,5,0.019083969465648856,238,0.9083969465648855,0.33308002677666954,0.17549521718966937
car-curb,car,curb,76,27,0.35526315789473684,0,0,75,0.9868421052631579,0.46254937142467983,0.19199531680295456
car-desert,car,desert,2,0,0,0,0,0,0,0.42748524618275696,0.3209076969226825
car-desk,car,desk,2,0,0,0,0,1,0.5,0.5925898335947046,0.418200718828534
car-dock,car,dock,1,0,0,0,0,1,1,0.40675171752550165,0.10234075670498088
car-dog,car,dog,4,4,1,0,0,4,1,0.201399415371885,0.04607384049223898
car-dome,car,dome,8,0,0,0,0,8,1,0.8586941803509887,-0.796432805991784
car-dune,car,dune,2,0,0,0,0,2,1,0.318786699226581,0.10199636630897946
car-end table,car,end table,2,0,0,0,0,1,0.5,0.3953547858955778,0.390875664403085
car-entrance,car,entrance,19,9,0.47368421052631576,2,0.10526315789473684,13,0.6842105263157895,0.3442454031597456,-0.1269556491106262
car-field,car,field,156,49,0.3141025641025641,19,0.12179487179487179,97,0.6217948717948718,0.454794573144773,-0.0749345102156274
car-file,car,file,4,0,0,0,0,2,0.5,0.39790365958859897,0.10494869340318552
car-file organizer,car,file organizer,2,0,0,0,0,1,0.5,0.2667064502358525,0.249889227024719
car-filing cabinet,car,filing cabinet,2,0,0,0,0,1,0.5,0.5296941898655444,0.122549597696888
car-fire alarm,car,fire alarm,6,5,0.8333333333333334,0,0,6,1,0.28836141849084124,-0.11588747592992184
car-fire escape,car,fire escape,9,0,0,0,0,6,0.6666666666666666,0.6063217561106243,-0.5136425838895115
car-fire hydrant,car,fire hydrant,13,0,0,0,0,12,0.9230769230769231,0.6078633526487139,0.07650339396910455
car-flag,car,flag,40,4,0.1,0,0,30,0.75,0.6916928377849303,-0.5249557960306239
car-fountain,car,fountain,5,1,0.2,1,0.2,2,0.4,0.43873011423159053,-0.10986622992498998
car-frame,car,frame,18,0,0,0,0,9,0.5,0.3685981204694609,-0.1309810152474849
car-garage,car,garage,3,0,0,0,0,0,0,0.45780013999030766,-0.10940716874991735
car-garage door,car,garage door,9,6,0.6666666666666666,0,0,9,1,0.43746727354455295,-0.13098653370471533
car-garland,car,garland,8,2,0.25,0,0,8,1,0.3993389800543189,-0.36659768114034674
car-grass,car,grass,143,45,0.3146853146853147,4,0.027972027972027972,121,0.8461538461538461,0.4019353954172713,-0.09221878438762472
car-grill,car,grill,15,6,0.4,1,0.06666666666666667,8,0.5333333333333333,0.4567623650606284,-0.22863281060850446
car-ground,car,ground,267,82,0.30711610486891383,3,0.011235955056179775,241,0.9026217228464419,0.4466575663808758,-0.09268941584842756
car-hedge,car,hedge,85,35,0.4117647058823529,0,0,82,0.9647058823529412,0.41047145645128574,-0.0672152273028392
car-hill,car,hill,51,22,0.43137254901960786,5,0.09803921568627451,32,0.6274509803921569,0.3474341637104854,-0.21632823546689428
car-horse,car,horse,1,0,0,0,0,1,1,0.6243007390919771,0.035765530075687
car-house,car,house,80,40,0.5,12,0.15,46,0.575,0.449115881353345,-0.19847033587426718
car-lamp,car,lamp,1,0,0,0,0,0,0,0.44463956773904473,-0.199095371255665
car-land,car,land,6,3,0.5,0,0,6,1,0.40527482484798055,0.03147855852673673
car-light,car,light,17,0,0,0,0,10,0.5882352941176471,0.523767853793504,-0.34848651051474167
car-lodge,car,lodge,1,0,0,0,0,0,0,0.5785857384392687,-0.02066693398758601
car-machine,car,machine,1,0,0,0,0,1,1,0.8995006853387916,-0.08570392823322492
car-mailbox,car,mailbox,10,4,0.4,0,0,10,1,0.44359252820140044,0.005068353406880488
car-manhole,car,manhole,6,0,0,0,0,6,1,0.42231305598912366,0.21955247344000417
car-median,car,median,636,235,0.3694968553459119,31,0.04874213836477988,488,0.7672955974842768,0.37907403407882095,0.029869244190755342
car-monument,car,monument,10,3,0.3,0,0,10,1,0.3422434325050418,-0.11907412101909685
car-motorcycle,car,motorcycle,59,19,0.3220338983050847,3,0.05084745762711865,48,0.8135593220338984,0.38366276706770985,0.039192058988313155
car-mountain,car,mountain,611,201,0.32896890343698854,43,0.07037643207855974,450,0.7364975450081833,0.4222791601693294,-0.27598777047076717
car-news stand,car,news stand,5,0,0,0,0,1,0.2,0.451781114585732,-0.011751923284915611
car-nutcracker,car,nutcracker,2,2,1,1,0.5,1,0.5,0.1301017386257075,0.11966281814700397
car-obelisk,car,obelisk,11,0,0,0,0,11,1,0.5365549311077786,-0.3659479879533817
car-object,car,object,2,0,0,0,0,1,0.5,0.3234648696610497,0.272600943038727
car-ocean,car,ocean,6,4,0.6666666666666666,1,0.16666666666666666,5,0.8333333333333334,0.2596046820042362,-0.060071236836719985
car-pallet,car,pallet,3,0,0,0,0,3,1,0.6023402721105041,0.06958753366902065
car-park,car,park,18,0,0,0,0,3,0.16666666666666666,0.398002947985931,0.047547814530898354
car-parking lot,car,parking lot,9,4,0.4444444444444444,0,0,8,0.8888888888888888,0.2610745708947211,-0.010499731984727645
car-parking meter,car,parking meter,19,11,0.5789473684210527,1,0.05263157894736842,17,0.8947368421052632,0.2771861002390743,-0.038217941544899305
car-parking place,car,parking place,18,9,0.5,0,0,18,1,0.332758437214328,-0.18052116565573745
car-path,car,path,15,8,0.5333333333333333,0,0,12,0.8,0.321084352570724,0.07346114218498308
car-pen holder,car,pen holder,2,0,0,0,0,1,0.5,0.34012591285416466,0.22431341960316104
car-person,car,person,2081,789,0.3791446419990389,56,0.02691013935607881,1885,0.9058145122537242,0.3840142053216273,-0.010141266069189634
car-picture,car,picture,2,0,0,0,0,1,0.5,0.34992578498590476,0.308181732360363
car-placard,car,placard,5,0,0,0,0,4,0.8,0.6180318005815565,-0.36559982733828544
car-plank,car,plank,7,0,0,0,0,0,0,0.7545219610985381,-0.6242870046229981
car-plant,car,plant,266,79,0.29699248120300753,10,0.03759398496240601,234,0.8796992481203008,0.42747966329568227,-0.04880031404285573
car-plant pot,car,plant pot,76,36,0.47368421052631576,2,0.02631578947368421,66,0.868421052631579,0.4139882811171567,0.021483017106723547
car-platform,car,platform,8,0,0,0,0,8,1,0.6576817170694501,0.039321284160931294
car-pole,car,pole,713,209,0.29312762973352036,17,0.023842917251051893,619,0.8681626928471248,0.4271743740523936,-0.15014359079155273
car-porch,car,porch,7,4,0.5714285714285714,0,0,7,1,0.448441200748493,-0.1849114394211883
car-poster,car,poster,611,161,0.2635024549918167,8,0.01309328968903437,569,0.9312602291325696,0.48367502735789714,-0.26453960512797803
car-pot,car,pot,9,3,0.3333333333333333,0,0,9,1,0.43996785504525265,-0.03978437459345766
car-power cord,car,power cord,2,0,0,0,0,1,0.5,0.6234042699666464,0.6065842635064255
car-pylon,car,pylon,12,4,0.3333333333333333,0,0,12,1,0.4457504768855414,-0.24159014297037035
car-railroad track,car,railroad track,8,4,0.5,0,0,8,1,0.5048948926045954,0.05583528774885145
car-river,car,river,1,0,0,0,0,1,1,0.7382730466216502,0.0945304102779241
car-road,car,road,3813,1867,0.4896407028586415,1200,0.3147128245476003,1396,0.36611591922370834,0.327428730762921,0.11487777905284928
car-rock,car,rock,12,4,0.3333333333333333,0,0,9,0.75,0.362044673373654,0.16547098427860035
car-roof,car,roof,29,10,0.3448275862068966,1,0.034482758620689655,22,0.7586206896551724,0.42505434518963403,-0.3166094587866653
car-ruin,car,ruin,2,0,0,0,0,2,1,0.5419470372302074,-0.46149310288970824
car-satellite dish,car,satellite dish,6,0,0,0,0,6,1,0.8829226803499506,-0.6646984072443183
car-scaffolding,car,scaffolding,11,5,0.45454545454545453,0,0,11,1,0.6027270370132287,-0.4671674224781899
car-sewer,car,sewer,18,1,0.05555555555555555,0,0,18,1,0.38342827986037714,0.27470153599213154
car-shop window,car,shop window,229,88,0.38427947598253276,7,0.03056768558951965,202,0.8820960698689956,0.41539597033168774,-0.11800030509180427
car-sidewalk,car,sidewalk,2057,759,0.3689839572192513,87,0.042294603791929994,1651,0.8026251823043267,0.41175591882660223,0.07147925543010702
car-sidewalk cafe,car,sidewalk cafe,11,4,0.36363636363636365,1,0.09090909090909091,10,0.9090909090909091,0.5028791299759836,0.1370980105418168
car-sign,car,sign,1426,514,0.36044880785413747,28,0.019635343618513323,1262,0.884992987377279,0.4215226404612656,-0.17713942363206117
car-site office,car,site office,6,5,0.8333333333333334,0,0,6,1,0.20646222534430614,-0.002538009118376846
car-sky,car,sky,2588,705,0.2724111282843895,365,0.1410355486862442,981,0.37905718701700153,0.5499188674262157,-0.4796136880501304
car-skyscraper,car,skyscraper,271,52,0.1918819188191882,15,0.055350553505535055,200,0.7380073800738007,0.556626065667325,-0.4324483686928031
car-slope,car,slope,46,13,0.2826086956521739,7,0.15217391304347827,21,0.45652173913043476,0.4486660495452681,-0.04788171616477508
car-spotlight,car,spotlight,13,0,0,0,0,5,0.38461538461538464,0.5626887786549092,-0.40817534085405965
car-stand,car,stand,35,15,0.42857142857142855,1,0.02857142857142857,34,0.9714285714285714,0.31763649390726495,-0.0557666172884147
car-station,car,station,4,0,0,0,0,0,0,0.5487142220765491,-0.09991773938526524
car-statue,car,statue,8,3,0.375,0,0,7,0.875,0.4749904164828352,-0.2571195428519048
car-stool,car,stool,1,1,1,0,0,1,1,0.2974274137931282,0.090017256273483
car-street market,car,street market,4,1,0.25,1,0.25,3,0.75,0.4037967582028553,-0.045821408897859746
car-streetcar,car,streetcar,2,2,1,0,0,2,1,0.20283220304583494,-0.048039741770147
car-streetlight,car,streetlight,1122,374,0.3333333333333333,7,0.006238859180035651,1059,0.9438502673796791,0.46038891230542667,-0.2770541644737235
car-suitcase,car,suitcase,6,0,0,0,0,3,0.5,0.5057718817441061,0.11443122716727017
car-supermarket,car,supermarket,2,0,0,0,0,1,0.5,0.5131308923245956,-0.128876928939185
car-table,car,table,14,5,0.35714285714285715,0,0,13,0.9285714285714286,0.4088585807013446,0.06712932539520171
car-telephone booth,car,telephone booth,14,11,0.7857142857142857,0,0,14,1,0.2549941889064756,-0.07842837004561115
car-terrace,car,terrace,155,18,0.11612903225806452,1,0.0064516129032258064,143,0.9225806451612903,0.5691352905425598,-0.4411268288744615
car-tire,car,tire,3,0,0,0,0,3,1,0.6035111985179288,-0.01346765107849035
car-toll gate,car,toll gate,9,2,0.2222222222222222,0,0,8,0.8888888888888888,0.314411595287643,-0.08505541416383289
car-toolbox,car,toolbox,3,3,1,0,0,3,1,0.2930735244440078,-0.03525172540417432
car-tower,car,tower,44,13,0.29545454545454547,0,0,37,0.8409090909090909,0.4697135120386155,-0.34277310003443423
car-traffic light,car,traffic light,241,69,0.2863070539419087,2,0.008298755186721992,220,0.9128630705394191,0.41161310601338613,-0.19332803043511804
car-trash can,car,trash can,36,11,0.3055555555555556,1,0.027777777777777776,32,0.8888888888888888,0.36330590073621205,0.05481121160655277
car-tree,car,tree,3321,1295,0.38994278831677204,174,0.052393857271906055,2734,0.8232460102378801,0.4168828258433465,-0.20233584154037404
car-truck,car,truck,931,427,0.45864661654135336,16,0.017185821697099892,861,0.924812030075188,0.35499222806226194,-0.09833776547314348
car-tunnel,car,tunnel,14,2,0.14285714285714285,0,0,11,0.7857142857142857,0.49545097155532014,-0.05710666474609258
car-umbrella,car,umbrella,19,9,0.47368421052631576,1,0.05263157894736842,16,0.8421052631578947,0.32584470736112736,-0.10381526208530063
car-valley,car,valley,1,0,0,0,0,0,0,0.3502862912851679,-8.089828027701973e-5
car-van,car,van,1127,492,0.43655723158828746,23,0.02040816326530612,1027,0.9112688553682342,0.32430191789778834,-0.020201567095108643
car-verge,car,verge,17,9,0.5294117647058824,7,0.4117647058823529,5,0.29411764705882354,0.5616080062998203,0.33207986302640186
car-warehouse,car,warehouse,12,1,0.08333333333333333,1,0.08333333333333333,0,0,0.5233853104461241,-0.3696225943041952
car-watch,car,watch,3,0,0,0,0,3,1,0.6785299366388978,-0.285018973571222
car-water,car,water,1,0,0,0,0,0,0,0.4622641393718056,-0.235845878137515
car-wheel,car,wheel,73,47,0.6438356164383562,5,0.0684931506849315,63,0.863013698630137,0.3136433191685391,0.09078410122140818
car-wire,car,wire,14,0,0,0,0,14,1,0.5889553036271453,-0.5432344906070099
card-card,card,card,6,2,0.3333333333333333,0,0,6,1,0.18452994412798063,0.11698103803406683
card-chair,card,chair,13,2,0.15384615384615385,2,0.15384615384615385,8,0.6153846153846154,0.4517434903450452,0.24809259070760686
card-computer monitor,card,computer monitor,1,1,1,0,0,1,1,0.26260527343238343,-0.06920017588038496
card-cup,card,cup,1,1,1,0,0,1,1,0.11360862736084275,0.0018717447916669627
card-desk,card,desk,5,1,0.2,1,0.2,0,0,0.39507717228197625,0.1751326811542958
card-end table,card,end table,4,2,0.5,0,0,4,1,0.18159654742345524,0.16921695518365026
card-file,card,file,8,2,0.25,0,0,8,1,0.3613516395957621,-0.11671001581624922
card-file organizer,card,file organizer,4,2,0.5,0,0,4,1,0.13082181576956003,0.028230517805284253
card-filing cabinet,card,filing cabinet,4,0,0,0,0,0,0,0.5230208291041957,-0.09910911152254674
card-flag,card,flag,4,0,0,0,0,4,1,0.6582647388267531,-0.23868075254200571
card-frame,card,frame,36,0,0,0,0,32,0.8888888888888888,0.5000722403242445,-0.35263972446691966
card-fruit,card,fruit,1,0,0,0,0,1,1,0.35256156912946013,0.08944091796874998
card-keyboard,card,keyboard,1,1,1,0,0,1,1,0.21491449270697963,0.09120883736559099
card-magazine,card,magazine,1,0,0,0,0,1,1,0.5118543399742611,0.4942068887828668
card-mouse,card,mouse,1,1,1,0,0,1,1,0.11900603167067547,0.11277604166666699
card-nutcracker,card,nutcracker,4,2,0.5,0,0,4,1,0.1506859177887364,-0.10199589107243077
card-object,card,object,4,0,0,0,0,4,1,0.19383072508200705,0.05094223381929226
card-painting,card,painting,1,1,1,0,0,1,1,0.3765271743779739,-0.251916863243557
card-paper,card,paper,1,1,1,0,0,1,1,0.17626363245390822,0.11029692425137899
card-pen,card,pen,2,2,1,0,0,2,1,0.1508457519379568,0.019652220579955026
card-pen holder,card,pen holder,4,0,0,0,0,4,1,0.261406924233227,0.0026547103837262914
card-picture,card,picture,6,2,0.3333333333333333,0,0,6,1,0.19403367978117184,-0.004695299555519163
card-plant,card,plant,3,0,0,0,0,3,1,0.415145405470958,-0.049329400552266346
card-plate,card,plate,2,0,0,0,0,2,1,0.43409610228798906,0.09934401019056549
card-power cord,card,power cord,4,2,0.5,0,0,4,1,0.4181072369160537,0.3849255542869907
card-radiator,card,radiator,1,1,1,0,0,1,1,0.09644432520528856,-0.04133820484625095
card-statue,card,statue,1,1,1,0,0,1,1,0.10413759136420017,-0.10379378959152497
card-table,card,table,4,0,0,0,0,4,1,0.2836845721057279,0.016438864146065282
carpet-chair,carpet,chair,25,5,0.2,1,0.04,17,0.68,0.3212076423095438,-0.024872573464094848
carpet-clock,carpet,clock,1,0,0,0,0,1,1,0.5875024532010592,-0.37221215291215204
carpet-computer,carpet,computer,1,1,1,1,1,0,0,0.34999246625877145,-0.03901027088192299
carpet-computer monitor,carpet,computer monitor,4,1,0.25,1,0.25,0,0,0.5170450096442274,-0.4064579823788155
carpet-desk,carpet,desk,5,4,0.8,4,0.8,1,0.2,0.3313520912979981,-0.2613142400019057
carpet-desk organizer,carpet,desk organizer,1,1,1,1,1,0,0,0.46734793663637697,-0.383795478215737
carpet-dog,carpet,dog,1,1,1,1,1,0,0,0.2198444575396729,-0.2162215493477491
carpet-dresser,carpet,dresser,8,1,0.125,0,0,5,0.625,0.49317040511145627,-0.2850622252127001
carpet-file,carpet,file,1,1,1,1,1,0,0,0.4574770676500362,-0.444996173876042
carpet-filing cabinet,carpet,filing cabinet,1,0,0,0,0,0,0,0.38135801372885836,0.005826465079423707
carpet-frame,carpet,frame,1,1,1,1,1,0,0,0.510927033670613,-0.4899404143582641
carpet-headphones,carpet,headphones,1,0,0,0,0,0,0,0.5632955217636371,-0.19133927466200198
carpet-keyboard,carpet,keyboard,1,0,0,0,0,0,0,0.4066691899749534,-0.326872781578041
carpet-lamp,carpet,lamp,15,4,0.26666666666666666,0,0,8,0.5333333333333333,0.6116556345084623,-0.5044591994861991
carpet-laptop,carpet,laptop,1,1,1,1,1,0,0,0.5162519269291369,-0.39690095597371605
carpet-light,carpet,light,6,0,0,0,0,3,0.5,0.7534814589561267,-0.6988296439889644
carpet-magazine,carpet,magazine,2,1,0.5,0,0,1,0.5,0.31086116281935355,-0.10303788098274504
carpet-mattress,carpet,mattress,1,0,0,0,0,0,0,0.49616128864572867,-0.09816343682428
carpet-mirror,carpet,mirror,3,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,0.6467886997771355,-0.5085291437616957
carpet-mouse,carpet,mouse,1,0,0,0,0,0,0,0.4466481316804002,-0.27084570369845995
carpet-nightstand,carpet,nightstand,18,7,0.3888888888888889,1,0.05555555555555555,7,0.3888888888888889,0.4351947833104302,-0.2703581287366255
carpet-notebook,carpet,notebook,1,1,1,0,0,1,1,0.3866949382803,-0.24896559400759322
carpet-ottoman,carpet,ottoman,2,1,0.5,1,0.5,1,0.5,0.37503857997049184,0.0833381508977373
carpet-painting,carpet,painting,19,4,0.21052631578947367,0,0,12,0.631578947368421,0.7482906317621725,-0.6291925538748138
carpet-picture,carpet,picture,1,1,1,1,1,0,0,0.4169092200435169,-0.4166815944069261
carpet-pillow,carpet,pillow,49,22,0.4489795918367347,0,0,27,0.5510204081632653,0.47073352649704825,-0.36322343482326763
carpet-plant,carpet,plant,17,8,0.47058823529411764,3,0.17647058823529413,11,0.6470588235294118,0.5699007058301733,-0.4511530784223089
carpet-projection screen,carpet,projection screen,2,0,0,0,0,0,0,0.17378949205281624,-0.1530014342954665
carpet-radiator,carpet,radiator,1,1,1,1,1,0,0,0.32171414338360294,-0.31172937806353196
carpet-radio,carpet,radio,1,1,1,1,1,0,0,0.46009338056856885,-0.40763729442441204
carpet-rug,carpet,rug,1,1,1,1,1,0,0,0.24375562971434064,0.1225428599124086
carpet-shelf,carpet,shelf,2,1,0.5,1,0.5,0,0,0.6506598388024593,-0.5632583921075736
carpet-shelves,carpet,shelves,1,0,0,0,0,0,0,0.5560087667680461,-0.39130080570665493
carpet-slippers,carpet,slippers,1,1,1,1,1,0,0,0.33501724174986947,0.12973435039014422
carpet-sofa,carpet,sofa,1,0,0,0,0,0,0,0.4578380998815866,-0.05499960295272409
carpet-speaker,carpet,speaker,1,1,1,1,1,0,0,0.11832429289880118,-0.11721334019271298
carpet-table,carpet,table,10,4,0.4,2,0.2,3,0.3,0.25527190418662526,0.0015946155250091318
carpet-telephone,carpet,telephone,2,1,0.5,1,0.5,0,0,0.5091666203880838,-0.2962236196188495
carpet-television,carpet,television,1,0,0,0,0,0,0,0.4995677216014901,-0.488310897894608
carpet-television stand,carpet,television stand,1,0,0,0,0,0,0,0.44731466306128714,-0.42963919129066297
carpet-trophy,carpet,trophy,1,0,0,0,0,0,0,0.9142404218964446,-0.773449870365127
carpet-vase,carpet,vase,8,0,0,0,0,3,0.375,0.5834837162738051,-0.477800357978612
carpet-wardrobe,carpet,wardrobe,10,2,0.2,1,0.1,4,0.4,0.5436059407228911,-0.48266093005804395
carpet-wood post,carpet,wood post,1,1,1,1,1,0,0,0.42073069007422187,-0.12161299242100498
carrots-chandelier,carrots,chandelier,1,1,1,0,0,1,1,0.49813296586629197,-0.49694776749330505
carrots-coffee maker,carrots,coffee maker,1,1,1,0,0,1,1,0.19505202114470543,-0.194157079899267
carrots-counter,carrots,counter,3,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,0.25141816209900536,-0.08755022991006504
carrots-dishwasher,carrots,dishwasher,1,1,1,0,0,1,1,0.21816426973547143,0.20388400736296297
carrots-eggplant,carrots,eggplant,1,1,1,0,0,1,1,0.16342832519423073,-0.028240593112244028
carrots-faucet,carrots,faucet,1,1,1,0,0,1,1,0.11470052063055164,-0.08530257936507901
carrots-frame,carrots,frame,3,1,0.3333333333333333,0,0,3,1,0.5437616446083948,-0.3248769978134784
carrots-jar,carrots,jar,3,3,1,0,0,3,1,0.22069687770390004,-0.2129353300210177
carrots-lettuce,carrots,lettuce,1,1,1,0,0,1,1,0.06870453160205921,-0.05457483663812501
carrots-microwave,carrots,microwave,1,0,0,0,0,1,1,0.4135461500324345,-0.22052177645025106
carrots-plant,carrots,plant,3,3,1,0,0,3,1,0.32523593664432326,-0.17659771631554835
carrots-plate,carrots,plate,1,1,1,0,0,1,1,0.18003869990494334,-0.103233087998713
carrots-refrigerator,carrots,refrigerator,1,1,1,0,0,1,1,0.29778765764299975,-0.24996279761904705
carrots-sink,carrots,sink,1,1,1,0,0,1,1,0.15212563135072657,-0.046475050739125
carrots-stove,carrots,stove,1,0,0,0,0,1,1,0.37054074620570304,-0.09937949236298205
case-case,case,case,3,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.428531373509072,-0.19599454497552335
case-faucet,case,faucet,2,0,0,0,0,2,1,0.5977342451566146,-0.3038284334174195
case-glasses,case,glasses,1,1,1,0,0,1,1,0.11630490774663373,-0.08770444561526902
case-light,case,light,2,0,0,0,0,2,1,0.8938846996217342,-0.5954216122337135
case-mirror,case,mirror,2,1,0.5,0,0,2,1,0.5769417386744751,-0.4152976841610325
case-painting,case,painting,1,1,1,0,0,1,1,0.5936115956580489,-0.59206011945263
case-picture,case,picture,3,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.6761702438406323,-0.2675407920768257
case-pillow,case,pillow,1,0,0,0,0,1,1,0.5162441301740328,0.10682192306043992
case-sink,case,sink,1,0,0,0,0,0,0,0.6204626496561236,-0.196598725882047
case-soap,case,soap,1,0,0,0,0,1,1,0.7595112326070765,-0.325706217504395
case-statue,case,statue,1,0,0,0,0,1,1,0.368965687111908,-0.04304578203710607
case-table,case,table,1,0,0,0,0,0,0,0.6302884134904501,0.621319016574324
case-toilet,case,toilet,1,0,0,0,0,1,1,0.7195437788793151,-0.05140797210469503
case-towel,case,towel,1,1,1,0,0,1,1,0.09129930018893379,0.07383423617822998
case-vase,case,vase,2,0,0,0,0,2,1,0.5650269939847248,0.18947557079995897
case-wheelchair,case,wheelchair,3,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.253190625522006,-0.05878617930650867
cassettes-computer,cassettes,computer,1,0,0,0,0,1,1,0.5384354709794625,-0.035980366963139
cassettes-computer monitor,cassettes,computer monitor,2,0,0,0,0,0,0,0.23195342302142136,-0.1815099708815135
cassettes-desk,cassettes,desk,1,1,1,1,1,0,0,0.22470957029584676,0.199680126800543
cassettes-keyboard,cassettes,keyboard,1,1,1,0,0,1,1,0.24626985918099475,0.181561158785849
cassettes-lamp,cassettes,lamp,2,0,0,0,0,2,1,0.3933630842981107,-0.20634523880262945
